asset_id,department,asset_type,safety_function,station_code,station_name,zone,state,section_id,asset_age_years,asset_criticality,asset_criticality_score,scheduled_services_count_proxy,traffic_percentile,network_neighbor_degree,alternative_route_available,affected_services_if_blocked,operational_impact_score,maintenance_interval_days,days_since_last_maintenance,maintenance_overdue_days,failures_last_365d,failures_last_90d,failures_last_30d,same_defect_recurrences_365d,inspection_image_available,total_events_logged,last_recorded_event_id,last_recorded_date
AST-000426,Traction,Circuit Breaker/Interrupter,traction protection and isolation,ADD,ADAS ROAD,WR,Gujarat,SEC-ADD-VXD,5.5,CRITICAL,83.6,178.0,0.9655,2.0,0,123.0,82.0,30.0,197,167.0,0,0,0,0,1,4,EVT-0008378,2026-05-25
AST-000427,S&T,Colour Light Signal,movement authority indication,JRW,JORAMOW,ER,Jharkhand,SEC-JRW-MNC,8.2,CRITICAL,90.0,117.0,0.8781,2.0,0,71.0,78.8,30.0,45,15.0,0,0,0,0,1,1,EVT-0004279,2025-09-24
AST-000428,Engineering,Points & Crossing,route setting and derailment prevention,VNM,ONTIMITTA,SCR,Andhra Pradesh,SEC-VNM-BKPT,21.3,HIGH,71.9,26.0,0.483,2.0,0,13.0,52.5,14.0,89,75.0,0,0,0,0,1,6,EVT-0008160,2026-05-13
AST-000429,Traction,Circuit Breaker/Interrupter,traction protection and isolation,HTJ,HATHRAS ROAD,NCR,Uttar Pradesh,SEC-HTJ-HRS,6.0,HIGH,63.3,16.0,0.3658,2.0,0,9.0,43.9,30.0,59,29.0,0,0,0,0,1,3,EVT-0005841,2025-12-27
AST-000430,Engineering,Bridge/Culvert,structural route continuity,PBE,PILIBHIT JN,NER,Uttar Pradesh,SEC-PBE-PP,22.1,HIGH,63.4,10.0,0.2715,11.0,1,4.0,38.8,90.0,110,20.0,0,0,0,0,1,1,EVT-0005586,2025-12-11
AST-000431,Engineering,Sleeper/Fastening Zone,track gauge and stability,EOCM,EOCM,NER,Uttar Pradesh,SEC-EOCM-KCA,21.3,MEDIUM,48.1,6.0,0.1827,4.0,1,2.0,26.1,30.0,86,56.0,0,0,0,0,0,1,EVT-0001934,2025-05-01
AST-000432,S&T,Colour Light Signal,movement authority indication,MIG,MIDGHAT,WCR,Madhya Pradesh,SEC-MIG-CHQ,4.0,HIGH,71.4,27.0,0.4855,2.0,0,16.0,52.6,30.0,301,271.0,1,0,0,1,0,4,EVT-0008915,2026-06-27
AST-000433,S&T,Point Machine,route setting,KJ,KAJGAON,CR,Maharashtra,SEC-KJ-VGL,14.2,CRITICAL,90.3,179.0,0.968,2.0,0,124.0,83.8,14.0,5,0.0,0,0,0,0,1,3,EVT-0006714,2026-02-17
AST-000434,Engineering,Rail/Track Section,direct train running safety,HW,HARIDWAR JN,NR,Uttarakhand,SEC-HW-MOTC,12.8,HIGH,69.8,51.0,0.66,2.0,1,17.0,49.8,30.0,32,2.0,2,1,1,1,0,4,EVT-0007152,2026-03-15
AST-000435,Engineering,Points & Crossing,route setting and derailment prevention,DMO,DAMOH,WCR,Madhya Pradesh,SEC-DMO-KYX,0.7,HIGH,70.3,44.0,0.6226,3.0,1,20.0,51.8,14.0,37,23.0,0,0,0,0,0,2,EVT-0008255,2026-05-18
AST-000436,S&T,Track Circuit,train detection,SJT,SHUJAATPUR,NR,Uttar Pradesh,SEC-SJT-SRO,5.9,CRITICAL,86.5,141.0,0.9315,2.0,0,73.0,80.9,30.0,57,27.0,0,0,0,0,0,2,EVT-0008099,2026-05-09
AST-000437,S&T,Point Machine,route setting,KMLI,KAMLI,WR,Gujarat,SEC-KMLI-SID,8.6,CRITICAL,78.3,62.0,0.7127,2.0,0,41.0,66.8,14.0,92,78.0,2,1,0,1,1,4,EVT-0008976,2026-07-01
AST-000438,Traction,Section Insulator,electrical sectioning,BLPU,BILPUR,NER,Uttar Pradesh,SEC-BLPU-KSRK,12.8,HIGH,68.5,157.0,0.9519,3.0,1,51.0,69.5,30.0,38,8.0,0,0,0,0,0,2,EVT-0009376,2026-07-25
AST-000439,Engineering,Rail/Track Section,direct train running safety,CJM,CHINNA GANJAM,SCR,Andhra Pradesh,SEC-CJM-KVDU,15.1,HIGH,77.9,180.0,0.9723,2.0,1,77.0,69.0,30.0,90,60.0,0,0,0,0,1,1,EVT-0001477,2025-04-01
AST-000440,Engineering,Rail/Track Section,direct train running safety,BKT,BAKSHI KA TALAB,NER,Uttar Pradesh,SEC-BKT-MBP,19.8,HIGH,68.4,23.0,0.4513,7.0,1,11.0,49.9,30.0,173,143.0,2,0,0,2,0,5,EVT-0006835,2026-02-25
AST-000441,S&T,Axle Counter,train detection,SHDR,SHADHORAGAON,WCR,Madhya Pradesh,SEC-SHDR-RIKA,5.2,HIGH,63.7,32.0,0.5312,3.0,1,14.0,45.1,30.0,280,250.0,1,0,0,0,1,3,EVT-0009404,2026-07-27
AST-000442,Engineering,Rail/Track Section,direct train running safety,NSX,NARSIPURAM HALT,ECoR,Andhra Pradesh,SEC-NSX-PVP,15.7,MEDIUM,59.4,31.0,0.5219,2.0,1,14.0,39.6,30.0,463,433.0,0,0,0,0,1,3,EVT-0009635,2026-08-10
AST-000443,S&T,Electronic Interlocking,route locking and conflict prevention,TGA,TEGHRA,ECR,Bihar,SEC-TGA-MPNH,23.2,CRITICAL,81.8,118.0,0.8794,3.0,1,50.0,68.8,30.0,57,27.0,1,1,0,1,1,5,EVT-0008459,2026-05-29
AST-000444,Traction,OHE Contact/Catenary,traction power collection,KIUL,KIUL JN,ECR,Jharkhand,SEC-KIUL-LKR,20.2,CRITICAL,79.9,159.0,0.9532,7.0,1,84.0,80.4,30.0,85,55.0,0,0,0,0,1,1,EVT-0005930,2026-01-02
AST-000445,Engineering,Ballast/Formation Zone,track geometry and drainage,LAN,LOTANA,WR,Gujarat,SEC-LAN-SMLA,16.5,MEDIUM,55.9,100.0,0.8298,2.0,1,26.0,55.6,60.0,39,0.0,0,0,0,0,1,1,EVT-0006438,2026-02-01
AST-000446,Traction,Section Insulator,electrical sectioning,LBN,LABAN,WCR,Rajasthan,SEC-LBN-LKE,8.7,HIGH,66.4,114.0,0.87,2.0,1,50.0,60.5,30.0,44,14.0,0,0,0,0,0,2,EVT-0005290,2025-11-24
AST-000447,S&T,Interlocked Level Crossing,road-rail protection,BE,BAREILLY,NER,Uttar Pradesh,SEC-BE-CBJ,5.8,CRITICAL,85.2,183.0,0.9768,8.0,1,100.0,83.0,14.0,65,51.0,1,1,0,0,1,3,EVT-0009550,2026-08-12
AST-000448,Traction,OHE Contact/Catenary,traction power collection,ASAF,ASIFABAD ROAD,SECR,Maharashtra,SEC-ASAF-RECH,6.1,HIGH,68.3,129.0,0.9025,2.0,1,53.0,62.7,30.0,289,259.0,0,0,0,0,1,4,EVT-0009977,2026-08-29
AST-000449,Traction,Cantilever Assembly,OHE geometry,KODI,KODI,SCR,Maharashtra,SEC-KODI-RNE,17.5,MEDIUM,57.6,42.0,0.6015,2.0,1,12.0,43.5,30.0,79,49.0,0,0,0,0,0,1,EVT-0004355,2025-09-28
AST-000450,Traction,OHE Contact/Catenary,traction power collection,LNN,LONAND,CR,Maharashtra,SEC-LNN-SLP,1.6,HIGH,61.0,44.0,0.6226,2.0,1,17.0,45.5,30.0,316,286.0,1,0,0,1,1,4,EVT-0007860,2026-04-25
AST-000451,Engineering,Rail/Track Section,direct train running safety,KKMB,KASTLA KASAMBAD,NR,Uttar Pradesh,SEC-KKMB-PKW,13.8,HIGH,71.0,102.0,0.8346,2.0,1,43.0,59.7,30.0,30,0.0,0,0,0,0,0,3,EVT-0008677,2026-06-12
AST-000452,Engineering,Ballast/Formation Zone,track geometry and drainage,BG,BHONGIR,SCR,Andhra Pradesh,SEC-BG-PGDP,11.2,MEDIUM,59.3,97.0,0.8213,4.0,1,34.0,64.0,60.0,446,386.0,1,1,0,1,0,4,EVT-0008974,2026-07-01
AST-000453,Traction,Section Insulator,electrical sectioning,JSR,JASRA,NCR,Uttar Pradesh,SEC-JSR-MFX,6.4,HIGH,66.8,109.0,0.8564,2.0,1,47.0,59.8,30.0,44,14.0,0,0,0,0,0,2,EVT-0004826,2025-10-27
AST-000454,Traction,Section Insulator,electrical sectioning,SCN,SONDHA ROAD,NCR,Madhya Pradesh,SEC-SCN-SONI,7.5,MEDIUM,47.5,8.0,0.2316,2.0,1,3.0,20.6,30.0,77,47.0,0,0,0,0,1,3,EVT-0008102,2026-05-09
AST-000455,S&T,Colour Light Signal,movement authority indication,SXX,SALBARI,NFR,West Bengal,SEC-SXX-KLGR,6.9,CRITICAL,80.2,72.0,0.7437,2.0,0,45.0,69.0,30.0,483,453.0,0,0,0,0,1,4,EVT-0009845,2026-08-21
AST-000456,Engineering,Level Crossing Surface,road-rail interface,CHK,CHAKERI,NR,Uttar Pradesh,SEC-CHK-RXM,14.3,HIGH,68.5,143.0,0.9363,2.0,0,86.0,76.6,30.0,335,305.0,2,0,0,1,0,3,EVT-0006520,2026-02-06
AST-000458,S&T,Axle Counter,train detection,CTRE,CHITTERI,SR,Tamil Nadu,SEC-CTRE-AVN,3.0,CRITICAL,80.0,119.0,0.8826,4.0,1,54.0,72.5,30.0,366,336.0,1,1,0,0,0,3,EVT-0009898,2026-08-24
AST-000459,Engineering,Rail/Track Section,direct train running safety,AIP,ATTIPPATTU,SR,Tamil Nadu,SEC-AIP-NPKM,14.8,HIGH,71.6,114.0,0.87,3.0,1,48.0,65.8,30.0,88,58.0,1,1,0,1,0,7,EVT-0009169,2026-07-13
AST-000460,Engineering,Sleeper/Fastening Zone,track gauge and stability,MRPL,MARAMPALLI,SCR,Andhra Pradesh,SEC-MRPL-NBM,0.5,HIGH,68.3,128.0,0.9012,2.0,1,38.0,62.6,30.0,29,0.0,0,0,0,0,1,4,EVT-0009298,2026-07-22
AST-000461,Traction,Circuit Breaker/Interrupter,traction protection and isolation,JET,JAMES STREET,SCR,Andhra Pradesh,SEC-JET-SJVP,9.5,HIGH,76.2,139.0,0.9256,3.0,1,55.0,70.0,30.0,20,0.0,0,0,0,0,1,1,EVT-0002381,2025-05-31
AST-000462,Engineering,Points & Crossing,route setting and derailment prevention,KSGL,KARASANGAL,SR,Puducherry,SEC-KSGL-OLA,8.5,CRITICAL,80.6,67.0,0.7243,2.0,0,37.0,68.0,14.0,230,216.0,0,0,0,0,1,3,EVT-0009150,2026-07-12
AST-000463,Engineering,Rail/Track Section,direct train running safety,LOG,LOHGARA,NCR,Uttar Pradesh,SEC-LOG-MFX,23.9,HIGH,71.6,109.0,0.8564,2.0,1,53.0,61.0,30.0,380,350.0,0,0,0,0,0,3,EVT-0008553,2026-06-04
AST-000464,Engineering,Points & Crossing,route setting and derailment prevention,SGD,SONGADH,WR,Gujarat,SEC-SGD-MTSK,2.7,HIGH,65.0,19.0,0.3968,2.0,0,9.0,46.1,14.0,149,135.0,0,0,0,0,0,3,EVT-0006127,2026-01-12
AST-000465,Engineering,Points & Crossing,route setting and derailment prevention,LSX,LOISINGHA,SECR,Chhattisgarh,SEC-LSX-KHPL,23.7,HIGH,72.6,33.0,0.5379,2.0,0,21.0,55.7,14.0,6,0.0,0,0,0,0,1,2,EVT-0009136,2026-07-11
AST-000466,S&T,Electronic Interlocking,route locking and conflict prevention,FTP,FATEHPUR,NR,Uttar Pradesh,SEC-FTP-KKS,7.7,CRITICAL,90.6,143.0,0.9363,2.0,0,105.0,82.1,30.0,314,284.0,1,0,0,1,0,4,EVT-0008079,2026-05-08
AST-000467,Traction,Traction Substation,traction power supply,VDR,VANDALUR,SR,Tamil Nadu,SEC-VDR-PRGL,1.4,HIGH,76.7,89.0,0.8009,2.0,0,47.0,71.2,30.0,27,0.0,0,0,0,0,1,1,EVT-0008778,2026-06-20
AST-000469,Engineering,Points & Crossing,route setting and derailment prevention,MLO,MALUR,SWR,Karnataka,SEC-MLO-BFW,10.9,CRITICAL,79.0,91.0,0.8029,2.0,0,66.0,71.9,14.0,13,0.0,0,0,0,0,0,1,EVT-0008479,2026-05-30
AST-000470,Traction,Traction Substation,traction power supply,DHRR,DHIRERA,NWR,Rajasthan,SEC-DHRR-BMNL,2.7,HIGH,62.5,19.0,0.3968,2.0,0,12.0,45.4,30.0,32,2.0,0,0,0,0,0,1,EVT-0002449,2025-06-03
AST-000471,Engineering,Points & Crossing,route setting and derailment prevention,SNF,SANAT NAGAR,SCR,Andhra Pradesh,SEC-SNF-BTNR,10.5,HIGH,76.0,170.0,0.9606,3.0,1,91.0,71.8,14.0,40,26.0,0,0,0,0,1,3,EVT-0008528,2026-06-02
AST-000472,Engineering,Ballast/Formation Zone,track geometry and drainage,CGO,CHHIDGAON,WCR,Madhya Pradesh,SEC-CGO-PGL,9.1,MEDIUM,59.6,139.0,0.9256,2.0,1,37.0,61.8,60.0,122,62.0,0,0,0,0,0,2,EVT-0009915,2026-08-25
AST-000473,Traction,OHE Contact/Catenary,traction power collection,KOHL,KOHLI,SECR,Maharashtra,SEC-KOHL-SNKB,4.9,HIGH,69.3,125.0,0.895,2.0,1,48.0,62.6,30.0,93,63.0,0,0,0,0,0,2,EVT-0004256,2025-09-23
AST-000474,Traction,Section Insulator,electrical sectioning,BTW,BARSI TOWN,CR,Maharashtra,SEC-BTW-UPI,9.2,MEDIUM,49.7,12.0,0.3097,2.0,1,4.0,25.5,30.0,306,276.0,1,0,0,1,1,5,EVT-0008461,2026-05-29
AST-000475,Engineering,Points & Crossing,route setting and derailment prevention,MTMI,MOTIMARI,SCR,Andhra Pradesh,SEC-MTMI-MDR,11.6,CRITICAL,84.7,125.0,0.895,2.0,0,96.0,78.4,14.0,400,386.0,0,0,0,0,1,4,EVT-0009741,2026-08-16
AST-000476,Engineering,Sleeper/Fastening Zone,track gauge and stability,BPY,BADAMPUDI,SCR,Andhra Pradesh,SEC-BPY-VGT,6.8,HIGH,63.3,128.0,0.9012,2.0,1,40.0,61.4,30.0,69,39.0,1,1,0,1,1,4,EVT-0009853,2026-08-22
AST-000477,Engineering,Sleeper/Fastening Zone,track gauge and stability,GBB,GUBBI,SWR,Karnataka,SEC-GBB-NTR,13.2,MEDIUM,57.2,52.0,0.6678,2.0,1,24.0,47.0,30.0,168,138.0,0,0,0,0,1,4,EVT-0008531,2026-06-02
AST-000478,Engineering,Bridge/Culvert,structural route continuity,GNQ,GODHANI,SECR,Maharashtra,SEC-GNQ-NGP,9.7,HIGH,77.9,125.0,0.895,5.0,1,56.0,76.7,90.0,334,244.0,0,0,0,0,1,3,EVT-0006897,2026-02-28
AST-000479,Engineering,Rail/Track Section,direct train running safety,ANU,ANANGUR,SR,Tamil Nadu,SEC-ANU-SGE,2.9,HIGH,76.3,142.0,0.9322,4.0,1,90.0,74.3,30.0,30,0.0,0,0,0,0,0,4,EVT-0009691,2026-08-12
AST-000480,Engineering,Level Crossing Surface,road-rail interface,MDLE,Mandar Hill,ER,Bihar,SEC-MDLE-TELY,7.7,LOW,40.5,6.0,0.1827,1.0,0,2.0,24.2,30.0,10,0.0,1,1,1,1,1,7,EVT-0006079,2026-01-09
AST-000481,Traction,Cantilever Assembly,OHE geometry,BGAE,BALAGARH,ER,West Bengal,SEC-BGAE-JIT,9.2,MEDIUM,47.7,22.0,0.4412,2.0,1,5.0,32.2,30.0,299,269.0,0,0,0,0,0,5,EVT-0009899,2026-08-24
AST-000482,Engineering,Level Crossing Surface,road-rail interface,SNKE,SUNEHTI KHARKHARI,NR,Uttar Pradesh,SEC-SNKE-BAE,11.0,HIGH,63.3,103.0,0.8368,2.0,0,68.0,69.8,30.0,356,326.0,1,0,0,1,1,4,EVT-0009895,2026-08-24
AST-000483,Engineering,Points & Crossing,route setting and derailment prevention,CHRA,CHHARRA,SER,West Bengal,SEC-CHRA-KSU,7.2,CRITICAL,78.0,46.0,0.634,2.0,0,30.0,62.4,14.0,17,3.0,1,0,0,1,0,6,EVT-0008361,2026-05-24
AST-000484,Traction,Traction Substation,traction power supply,PVM,PATTARAVKKAM,SR,Tamil Nadu,SEC-PVM-ABEO,8.3,CRITICAL,88.0,130.0,0.9033,2.0,0,94.0,79.7,30.0,35,5.0,0,0,0,0,0,2,EVT-0001948,2025-05-01
AST-000485,Engineering,Ballast/Formation Zone,track geometry and drainage,BLRR,Belandur Road,SWR,Karnataka,SEC-BLRR-CRLM,24.8,LOW,41.8,24.0,0.4655,2.0,1,5.0,32.1,60.0,59,0.0,0,0,0,0,1,2,EVT-0006551,2026-02-08
AST-000486,Traction,Traction Substation,traction power supply,PWU,PARANUR,SR,Tamil Nadu,SEC-PWU-SKL,6.5,HIGH,77.0,89.0,0.8009,2.0,0,59.0,71.3,30.0,91,61.0,0,0,0,0,0,2,EVT-0002052,2025-05-09
AST-000487,Traction,Traction Substation,traction power supply,HOL,HOL,CR,Maharashtra,SEC-HOL-NDN,6.2,HIGH,69.4,45.0,0.6288,2.0,0,25.0,59.9,30.0,89,59.0,0,0,0,0,0,1,EVT-0001188,2025-03-13
AST-000488,Engineering,Sleeper/Fastening Zone,track gauge and stability,BQE,BAKANIAN BHAUNR,WCR,Madhya Pradesh,SEC-BQE-PUD,16.7,MEDIUM,57.7,51.0,0.66,2.0,1,18.0,46.7,30.0,60,30.0,0,0,0,0,1,2,EVT-0006054,2026-01-08
AST-000489,Engineering,Bridge/Culvert,structural route continuity,BHTS,BHATASA,NCR,Uttar Pradesh,SEC-BHTS-SSD,3.5,HIGH,60.7,18.0,0.3888,3.0,1,4.0,36.6,90.0,220,130.0,0,0,0,0,1,1,EVT-0001013,2025-03-01
AST-000490,Engineering,Bridge/Culvert,structural route continuity,DLN,DILDARNAGAR JN,ECR,Uttar Pradesh,SEC-DLN-DRV,22.7,CRITICAL,78.9,139.0,0.9256,4.0,1,75.0,74.6,90.0,128,38.0,0,0,0,0,1,2,EVT-0005183,2025-11-18
AST-000491,Engineering,Bridge/Culvert,structural route continuity,FZD,FIROZABAD,NCR,Uttar Pradesh,SEC-FZD-HNG,25.7,HIGH,77.6,189.0,0.9836,2.0,1,87.0,69.5,90.0,53,0.0,0,0,0,0,1,2,EVT-0007589,2026-04-08
AST-000492,Traction,Traction Substation,traction power supply,NYY,NEYYATTINKARA,SR,Kerala,SEC-NYY-AMVA,13.4,HIGH,71.6,36.0,0.5623,2.0,0,22.0,56.8,30.0,29,0.0,0,0,0,0,0,1,EVT-0007090,2026-03-11
AST-000493,Engineering,Level Crossing Surface,road-rail interface,KPZ,KAPREN,WCR,Rajasthan,SEC-KPZ-ARE,0.9,HIGH,66.1,114.0,0.87,2.0,0,66.0,72.4,30.0,425,395.0,0,0,0,0,0,2,EVT-0007180,2026-03-17
AST-000494,S&T,Electronic Interlocking,route locking and conflict prevention,CRJ,CHITTARANJAN,SER,West Bengal,SEC-CRJ-RNPR,14.8,CRITICAL,91.9,119.0,0.8826,2.0,0,84.0,79.5,30.0,90,60.0,0,0,0,0,1,1,EVT-0008752,2026-06-18
AST-000495,Traction,Cantilever Assembly,OHE geometry,MOU,MANOHARPUR,SER,Jharkhand,SEC-MOU-PST,5.7,MEDIUM,59.9,45.0,0.6288,3.0,1,13.0,49.6,30.0,73,43.0,0,0,0,0,1,2,EVT-0009709,2026-08-14
AST-000496,S&T,Colour Light Signal,movement authority indication,ANND,ANAND JN,WR,Gujarat,SEC-ANND-PTD,7.9,CRITICAL,80.1,184.0,0.9779,3.0,1,87.0,73.8,30.0,33,3.0,2,1,0,2,1,6,EVT-0009781,2026-08-18
AST-000497,Engineering,Sleeper/Fastening Zone,track gauge and stability,KUK,KORUKONDA,ECoR,Andhra Pradesh,SEC-KUK-VZM,3.7,HIGH,67.5,115.0,0.8726,4.0,1,54.0,68.9,30.0,21,0.0,0,0,0,0,0,4,EVT-0008878,2026-06-25
AST-000498,Engineering,Rail/Track Section,direct train running safety,CAER,CHHANERA,WCR,Madhya Pradesh,SEC-CAER-TLV,9.1,MEDIUM,52.6,5.0,0.1368,7.0,1,2.0,28.7,30.0,188,158.0,0,0,0,0,1,3,EVT-0004743,2025-10-22
AST-000499,Engineering,Bridge/Culvert,structural route continuity,KWO,KARAUTA,ECR,Bihar,SEC-KWO-TKBG,2.2,HIGH,77.0,103.0,0.8368,4.0,1,41.0,69.3,90.0,32,0.0,0,0,0,0,1,2,EVT-0004621,2025-10-14
AST-000500,Engineering,Sleeper/Fastening Zone,track gauge and stability,CKI,CHALAKUDI,SR,Kerala,SEC-CKI-DINR,6.3,HIGH,68.2,162.0,0.9566,2.0,1,84.0,65.7,30.0,361,331.0,1,0,0,0,0,3,EVT-0006561,2026-02-08
AST-000501,Engineering,Bridge/Culvert,structural route continuity,DSB,DELHI SADAR BAZAR,NR,Delhi NCT,SEC-DSB-SZM,13.5,HIGH,77.1,58.0,0.6949,4.0,1,30.0,61.5,90.0,6,0.0,1,1,1,1,0,5,EVT-0006139,2026-01-13
AST-000502,Traction,Traction Substation,traction power supply,RXR,RANGAPAHAR,NFR,Nagaland,SEC-RXR-RXRX,6.2,HIGH,76.1,42.0,0.6015,2.0,0,25.0,60.1,30.0,413,383.0,0,0,0,0,0,3,EVT-0009816,2026-08-20
AST-000503,Traction,Section Insulator,electrical sectioning,MWM,MALLESWARAM,SWR,Karnataka,SEC-MWM-SBC,19.8,HIGH,67.0,56.0,0.6852,18.0,1,17.0,62.4,30.0,135,105.0,1,0,0,0,0,5,EVT-0007636,2026-04-11
AST-000504,Engineering,Level Crossing Surface,road-rail interface,MRB,MUNIRABAD,SWR,Karnataka,SEC-MRB-HTNL,3.9,MEDIUM,50.1,28.0,0.4996,2.0,0,16.0,48.0,30.0,63,33.0,1,1,1,1,0,5,EVT-0004195,2025-09-19
AST-000505,S&T,Colour Light Signal,movement authority indication,TNU,TIRUNETTUR,SR,Kerala,SEC-TNU-KUMM,2.9,HIGH,77.3,53.0,0.6715,2.0,0,27.0,64.3,30.0,17,0.0,0,0,0,0,0,2,EVT-0009727,2026-08-15
AST-000506,S&T,Interlocked Level Crossing,road-rail protection,KKPR,KOKPARA,SER,Orissa,SEC-KKPR-CKU,8.5,HIGH,73.4,62.0,0.7127,2.0,0,48.0,65.5,14.0,30,16.0,2,1,1,1,1,6,EVT-0006675,2026-02-15
AST-000507,Engineering,Rail/Track Section,direct train running safety,BIRP,BIRARAJPUR,SER,Jharkhand,SEC-BIRP-GMH,4.8,HIGH,60.6,20.0,0.4152,5.0,1,7.0,46.0,30.0,39,9.0,0,0,0,0,1,3,EVT-0009714,2026-08-14
AST-000508,Engineering,Ballast/Formation Zone,track geometry and drainage,GJ,GANGAJHARI,SECR,Maharashtra,SEC-GJ-KWN,10.0,MEDIUM,55.7,79.0,0.7676,2.0,1,39.0,52.1,60.0,280,220.0,0,0,0,0,1,4,EVT-0008510,2026-06-01
AST-000509,S&T,Axle Counter,train detection,ASSH,AISHBAGH,NER,Uttar Pradesh,SEC-ASSH-ASH,18.8,HIGH,65.6,12.0,0.3097,6.0,1,4.0,41.4,30.0,71,41.0,0,0,0,0,1,1,EVT-0000930,2025-02-25
AST-000510,Engineering,Bridge/Culvert,structural route continuity,NNR,NARAYANPUR,ER,Bihar,SEC-NNR-PSR,8.7,HIGH,71.5,77.0,0.7614,4.0,1,41.0,63.8,90.0,324,234.0,0,0,0,0,0,2,EVT-0008891,2026-06-26
AST-000511,Engineering,Points & Crossing,route setting and derailment prevention,TORI,TORI,SER,Jharkhand,SEC-TORI-CTQ,3.5,HIGH,66.4,31.0,0.5219,2.0,0,19.0,53.3,14.0,10,0.0,0,0,0,0,0,2,EVT-0009326,2026-07-23
AST-000512,Traction,Circuit Breaker/Interrupter,traction protection and isolation,BKLA,BAKULHA,NER,Bihar,SEC-BKLA-SIP,10.4,HIGH,69.9,54.0,0.6777,2.0,0,28.0,62.7,30.0,10,0.0,1,0,0,0,1,6,EVT-0009092,2026-07-08
AST-000513,Engineering,Rail/Track Section,direct train running safety,JAC,JALSU,NWR,Rajasthan,SEC-JAC-JACN,5.9,MEDIUM,58.3,46.0,0.634,2.0,1,13.0,45.4,30.0,27,0.0,0,0,0,0,0,3,EVT-0003476,2025-08-10
AST-000514,Traction,Section Insulator,electrical sectioning,MPK,CHENNAI PARK,SR,Tamil Nadu,SEC-MPK-MS,3.8,HIGH,69.2,82.0,0.782,15.0,1,32.0,68.3,30.0,125,95.0,0,0,0,0,1,3,EVT-0009379,2026-07-25
AST-000515,Traction,OHE Contact/Catenary,traction power collection,HC,HINDU COLLEGE,SR,Tamil Nadu,SEC-HC-PAB,23.8,HIGH,76.9,132.0,0.9117,4.0,1,68.0,73.4,30.0,44,14.0,1,1,0,0,0,4,EVT-0006814,2026-02-23
AST-000516,Traction,Cantilever Assembly,OHE geometry,BKLA,BAKULHA,NER,Bihar,SEC-BKLA-SIP,2.8,MEDIUM,58.1,54.0,0.6777,2.0,1,23.0,47.8,30.0,374,344.0,0,0,0,0,0,5,EVT-0007253,2026-03-21
AST-000517,S&T,Point Machine,route setting,DWA,DAILWARA,NCR,Uttar Pradesh,SEC-DWA-JHA,12.0,CRITICAL,87.0,190.0,0.9882,2.0,0,112.0,84.1,14.0,133,119.0,1,0,0,0,0,5,EVT-0008125,2026-05-10
AST-000518,Engineering,Sleeper/Fastening Zone,track gauge and stability,KOV,KIRLOSKARVADI,CR,Maharashtra,SEC-KOV-TKR,10.7,MEDIUM,56.7,44.0,0.6226,2.0,1,17.0,44.4,30.0,84,54.0,0,0,0,0,0,2,EVT-0005842,2025-12-28
AST-000519,Engineering,Points & Crossing,route setting and derailment prevention,CLJ,COLONELGANJ,NER,Uttar Pradesh,SEC-CLJ-KSR,16.3,CRITICAL,81.5,97.0,0.8213,2.0,0,72.0,73.5,14.0,408,394.0,0,0,0,0,0,3,EVT-0008484,2026-05-30
AST-000520,Traction,OHE Contact/Catenary,traction power collection,GUK,GUNTAKONDURU,SCR,Andhra Pradesh,SEC-GUK-OTR,6.7,HIGH,61.0,28.0,0.4996,2.0,1,10.0,38.7,30.0,47,17.0,0,0,0,0,1,4,EVT-0007076,2026-03-10
AST-000521,S&T,Colour Light Signal,movement authority indication,JDPR,Jagdishpur,?,Jharkhand,SEC-JDPR-JGD,3.5,HIGH,62.4,1.0,0.0163,2.0,0,1.0,24.5,30.0,222,192.0,0,0,0,0,0,2,EVT-0009053,2026-07-06
AST-000522,Engineering,Level Crossing Surface,road-rail interface,BJI,BIJAULI,NCR,Uttar Pradesh,SEC-BJI-KHJ,9.4,HIGH,71.3,190.0,0.9882,2.0,0,104.0,80.2,30.0,192,162.0,0,0,0,0,1,3,EVT-0008911,2026-06-27
AST-000523,S&T,Point Machine,route setting,SABD,SALABAD,WCR,Rajasthan,SEC-SABD-SKDM,10.2,HIGH,70.1,13.0,0.3145,2.0,0,8.0,42.8,14.0,98,84.0,0,0,0,0,0,5,EVT-0008767,2026-06-19
AST-000524,S&T,Axle Counter,train detection,KEQ,KACHHPURA,WCR,Madhya Pradesh,SEC-KEQ-MML,16.0,CRITICAL,85.1,111.0,0.8597,2.0,0,64.0,76.6,30.0,72,42.0,1,1,0,0,1,4,EVT-0008020,2026-05-05
AST-000525,S&T,Track Circuit,train detection,MNDY,Mandaveli,SR,Tamil Nadu,SEC-MNDY-MTMY,23.5,HIGH,77.4,73.0,0.7498,2.0,0,51.0,68.6,30.0,6,0.0,0,0,0,0,1,5,EVT-0007621,2026-04-11
AST-000526,S&T,Colour Light Signal,movement authority indication,BGLI,Bargolai,NFR,Assam,SEC-BGLI-LEDO,8.9,HIGH,63.2,6.0,0.1827,2.0,0,3.0,33.8,30.0,85,55.0,0,0,0,0,0,1,EVT-0002992,2025-07-10
